842342596714217472,Thu Mar 16 11:51:39 +0000 2017,RT @cricbuzz: Virat Kohli to go in for scans after having landed heavily on his shoulder on Day 1 of third #INDvAUS Test.,0,Mobile Web (M2),2332345003,Chennai  Tamilnadu,None,VignesSasi14,1072,7948,en,16-03-2017
842342607359365121,Thu Mar 16 11:51:42 +0000 2017,RT @BeingFlicked: Which ball Saha was catching ?  #IndvAus https://t.co/QEZC9CVkEE,0,Twitter for Android,756822084173660160,Dhangadhi Kailali Nepal ,None,kashipandey8,421,7,en,16-03-2017
842342609892777984,Thu Mar 16 11:51:42 +0000 2017,RT @NewsWorldIN: #breaking Ind Vs Aus 3rd Test Live: Steve Smith Hits His 2nd Century Of The Series  Australia 272/4 #IndvAus... ,0,Twitter for Android,2935000080,Navi Mumbai  India,None,arunpeepu60,2082,82647,en,16-03-2017
842342613059543040,Thu Mar 16 11:51:43 +0000 2017,RT @BCCI: At Stumps on Day 1 of the 3rd @Paytm Test  Australia are 299/4 (Smith 117*  Maxwell 82*) #INDvAUS https://t.co/gYhuHGx265,0,Twitter for Android,294556897,Jabalpur  Madhya Pradesh,None,cool_nikkki,403,85262,en,16-03-2017
842342613990666240,Thu Mar 16 11:51:43 +0000 2017,O shittttttttttttttttttttt A big blow to India. Kohli hurt his shoulder injury. #IndvAus #cricketcountdown  @cricketaakash @StarSportsIndia,0,Twitter for Android,822246186912518144,Pantnagar  India,None,arjunra15244869,523,100,en,16-03-2017
842342619099275264,Thu Mar 16 11:51:45 +0000 2017,3rd_Test:Match Day 1: Stumps AUS - 299/4 (90.0 Overs) Smith 117 (244b) Maxwell 82 (147b) Partnership: 159 (287b) #INDvAUS,0,Cloudhopper,745761344,Karachi  Pakistan,None,ImranAliJawad,161,16286,en,16-03-2017
842342637814353920,Thu Mar 16 11:51:49 +0000 2017,RT @BCCI: At Stumps on Day 1 of the 3rd @Paytm Test  Australia are 299/4 (Smith 117*  Maxwell 82*) #INDvAUS https://t.co/gYhuHGx265,0,Twitter for Android,1142213754,Jamshedpur/Proud Shanatic,None,Abhishrivastav9,963,52950,en,16-03-2017
842342644005068800,Thu Mar 16 11:51:50 +0000 2017,Steve Smith s a cheat. But he can bat. So that s OK then. #IndvAus,0,Twitter for iPhone,26201787,Cygnet  Tasmania,None,winsordobbin,7213,58711,en,16-03-2017
842342644822958080,Thu Mar 16 11:51:51 +0000 2017,RT @Sand_In_Deed: Waiting for Pahlaj Nihalani to chop this footage out of the highlights. #IndvAus https://t.co/NAZTnsgmGI,0,Twitter for Android,140343781,INDIA ,None,Jigarthanda,2550,48144,en,16-03-2017
842342654738350081,Thu Mar 16 11:51:53 +0000 2017,RT @melindafarrell: Another Smith century. Obviously that s awesome but I may completely lose it if Maxwell gets there. Fingers  toes and e...,0,Twitter for iPhone,227912916,Erode Tamilnadu,None,sumar_kumar,517,12050,en,16-03-2017
842342655082221569,Thu Mar 16 11:51:53 +0000 2017,The Heart Bone must be connected to the Shoulder Bone   #dembones   #AUSvIND  #IndvAus  #RanchiTest  #Kohli,0,Twitter for iPhone,386340134,Kepler452b,None,cambosis,541,5829,en,16-03-2017
842342665295339520,Thu Mar 16 11:51:56 +0000 2017,Team India Skipper Virat Kohli will to go hospital for scans of his shoulder  Follow @StarSportsTwo #IndvAus,0,Mobile Web (M2),1851942212,India,None,StarSportsTwo,201,13864,en,16-03-2017
842342687424565248,Thu Mar 16 11:52:01 +0000 2017,RT @zubiova: Probably the best moment ever in TEST CRICKET HISTORY  #INDvAUS #AUSvIND https://t.co/M3jiw3uRoG,0,Twitter for Android,3259148371,where indeed ,None,ayallore,682,14134,en,16-03-2017
842342703153184769,Thu Mar 16 11:52:05 +0000 2017,Never ever being sore losers is in the Oz DNA. #IndvAus https://t.co/n1zgeZUSTn,0,Twitter Web Client,65827798,India,None,rohankaul,419,9685,en,16-03-2017
842342708446285826,Thu Mar 16 11:52:06 +0000 2017,RT @BoriaMajumdar: Anxious evening for india as the scan results of @imVkohli are awaited. We need the captain fit and on the field. #IndvA...,0,Twitter for Android,873760370,Chennai  India,None,sureshmylapore,3338,39537,en,16-03-2017
842342716042170368,Thu Mar 16 11:52:08 +0000 2017,RT @nibrazramzan: Oh dear  #IndvAus #INDvsAUS https://t.co/6c0H8tmSeo,0,Twitter for Android,914590855,Sri Lanka,None,shashika24,529,19804,en,16-03-2017
842342720827879425,Thu Mar 16 11:52:09 +0000 2017,@MitchJohnson398 Agree https://t.co/rEktjyxdaw,0,Twitter for iPhone,45530482,Tasmania  Australia,None,BrandonMcKay6,1620,102520,en,16-03-2017
842342756991213569,Thu Mar 16 11:52:17 +0000 2017,Harsha Bhogle: India will be hoping to bat as much as possible while the pitch plays like ... https://t.co/nmR3K3e13t #INDvAUS via @cricbuzz,0,Twitter Web Client,41997720,India,None,BigBongTheory,246,3751,en,16-03-2017
842342772744974336,Thu Mar 16 11:52:21 +0000 2017,RT @sportsbetcomau: Yeah  still not sold on this Maxwell bloke  reckon that Mitch Marsh kid should get a chance... #INDvAUS,0,Twitter for Android,628258519,Mill Park,None,BootsysPinkHat,140,423,en,16-03-2017
842342773185470465,Thu Mar 16 11:52:21 +0000 2017,On a batting-friendly strip in Ranchi  Smith and Maxwell help #AUS take early honours. vishaal_CB reports https://t.co/clZd1beXFW #IndvAus,0,IFTTT,1559920082,Follow @SKY_Cricket,None,ICC_Live2017,5,25200,en,16-03-2017
842342777618747392,Thu Mar 16 11:52:22 +0000 2017,Maxwell s 82no is the highest score by an Australian No.6 since Steve Smith s 100 against South Africa in Centurion in Feb  2014 #INDvAUS,0,Mobile Web (M2),821757487,#India,None,Virat_Official,88,44372,en,16-03-2017
842342779334287360,Thu Mar 16 11:52:23 +0000 2017,Day 1: Stumps Aus 299/4 (90 Ovs) Smith(c) 117(244) Maxwell 82(147) U Yadav 2/63 Jadeja 1/80 #INDvAUS,0,Mobile Web (M2),1124813838,Mumbai  India,None,LiveIPL2017,12,10842,en,16-03-2017
