date,retweets,favorites,text,mentions,hashtags,id,permalink
4/6/2017 20:44,0,0,Read on if you have #sciatica : One of the most commonly prescribed drugs for sciatica,,,,
4/6/2017 20:18,1,0,"Nessun beneficio dal pregabalin per la cura della sciatica"": un articolo del The New England Journal of Medicine... http:// fb.me/1efnA1mkg""",,,8.50E+17,https://twitter.com/IMPACTproactive/status/849997328585031680
4/6/2017 19:45,0,0,Pregabalin may treat the pain and the stiffness on which other medication doesn't work,,,,
4/6/2017 18:30,0,0,Butuh pregabalin 75mg,,,8.50E+17,https://twitter.com/Ragilsay/status/849970034902417408
4/6/2017 17:00,0,0,Pregabalin is an anticonvulsant drug used for #NeuropathicPain .,,#NeuropathicPain,8.50E+17,https://twitter.com/NeuropathyFix/status/849947308506718209
4/6/2017 15:03,0,0,is it #neuropathicpain ? Tried things like #gabapentin and #pregabalin ? Quite effective for nerve pain,,#neuropathicpain #gabapentin #pregabalin,8.50E+17,https://twitter.com/darkstar5679/status/849917855831388167
4/6/2017 11:59,3,4,Pregabalin use in TKR/THR - systematic review. Good in first 48hrs,,,,
4/6/2017 3:09,0,1,Hey Sweet Pea,,,,
4/6/2017 1:02,0,0,Pregabalin Found No Better Than Placebo for Painful Sciatica https:// shar.es/1QejfJ,,,8.50E+17,https://twitter.com/nyrxman/status/849706346085789698
4/6/2017 0:35,0,0,Pregabalin (Lyrica) no more effective in treatment of sciatica than placebo,,,,
4/6/2017 0:17,0,2,today's good news is that my pregabalin dose got bumped up a bit more so here's to maybe less bad thoughts and pain,,,8.50E+17,https://twitter.com/GorseMonster/status/849695006684327936
4/5/2017 23:08,0,0,http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292 … ,,,,
4/5/2017 22:01,0,0,Preoperative use of pregabalin for acute pain in spine surgery https://www. ncbi.nlm.nih.gov/pmc/articles/P MC5369880/ …,,,8.50E+17,https://twitter.com/surgicalpain/status/849660880182816769
4/5/2017 19:19,0,0,Teva pregabalin s 8: FC applies the Sanofi decision to find Teva would've been the only generic in the but-for-world http:// decisions.fct-cf.gc.ca/fc-cf/decision s/en/229370/1/document.do …,,,8.50E+17,https://twitter.com/niemkiewiczIP/status/849619890818490368
4/5/2017 17:01,0,1,Pregabalin didn't reduced pain in sciatica in this study. @SEMES_ @SemesMir @ketaminh @emresidents @research_er https://www. ncbi.nlm.nih.gov/m/pubmed/28328 324/ …,@SEMES_ @SemesMir @ketaminh @emresidents @research_er,,8.50E+17,https://twitter.com/MartinQuirosMD/status/849585195670020096
4/5/2017 16:27,1,0,A PRECISE Study of Pregabalin for Sciatica https:// resident360.nejm.org/content_items/ 2534/ … via @Seth_Bhavna Highly questionable role!,@Seth_Bhavna,,8.50E+17,https://twitter.com/pash22/status/849576649121202176
4/5/2017 15:31,0,0,Dose ranging effects of pregabalin on pain in patients undergoing laparoscopic hysterectomy: A randomized,,,,
4/5/2017 15:07,0,0,My 'hairy' experiences of #Pregabalin for #fibromyalgia ! http:// buff.ly/2oXLv0n #spoonie #Lyrica #chronicpain #fibro #chroniclife #CFS pic.twitter.com/yAJA8Ruwq9,,#Pregabalin #fibromyalgia #spoonie #Lyrica #chronicpain #fibro #chroniclife #CFS,8.50E+17,https://twitter.com/KClifewithME/status/849556516294336517
4/5/2017 12:10,0,4,Had great afternoon #deprescribing in a nursing home,,,,
4/5/2017 9:18,0,0,Trial of Pregabalin for Acute and Chronic Sciatica — NEJM http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292?query=featured_home …,,,8.49E+17,https://twitter.com/Zaquiaba/status/849468737484992512
4/5/2017 7:45,0,0,Pregabalin improved both insomnia and the back pain from spine fractures of my patient.Side effect works well.,,,8.49E+17,https://twitter.com/shibuya_clinic/status/849445398414581760
4/5/2017 5:13,0,0,@normanswan listn'g to HR on pregabalin ; it eases my severe upper body nerve pain & gives me a quality of life I wouldn't have,,,,
4/5/2017 4:49,0,0,@RestlessLegsUK I was diagnosed with this a while back and prescribed ' Pregabalin ' but my dr refuses to issue repeat prescriptions of it?,@RestlessLegsUK,,8.49E+17,https://twitter.com/rocco_619/status/849400995859836933
4/5/2017 2:59,1,2,Yup! Leave alone the Q of Cost Effectiveness,,,,
4/5/2017 1:59,4,4,Once again,,,,
4/5/2017 1:53,0,0,The anti-convulsant drugs gabapentin and pregabalin may be used. Fibromyalgia,,,8.49E+17,https://twitter.com/FixFibromyalgia/status/849356716370264064
4/5/2017 0:50,0,0,Pregabalin & sciatica Treatment with pregabalin did not significantly reduce the intensity of leg pain... http:// fb.me/91ZfYNPhn,,,8.49E+17,https://twitter.com/seraj25/status/849340951097200640
4/4/2017 22:58,3,3,Pregabalin and duloxetine are approved for the management of #fibromyalgia .,,#fibromyalgia,8.49E+17,https://twitter.com/FixFibromyalgia/status/849312739411595265
4/4/2017 22:30,0,1,@drsarahgarner Pregabalin barely works as analgesic. Pfizer fined $ bns for off-label promotion. It's costing the NHS a lot. A case for NICE?,@drsarahgarner,,8.49E+17,https://twitter.com/david_colquhoun/status/849305792809488385
4/4/2017 18:35,1,3,#Pregabalin increases risk of #opioid overdose in MAT http:// ow.ly/EAIZ30auzwu,,#Pregabalin #opioid,8.49E+17,https://twitter.com/PalliativePharm/status/849246512630706176
4/4/2017 18:35,0,5,#Pregabalin increases risk of #opioid overdose in MAT http:// ow.ly/EAIZ30auzwu,,#Pregabalin #opioid,8.49E+17,https://twitter.com/cherndon12/status/849246511548551168
4/4/2017 18:35,0,1,#Pregabalin increases risk of #opioid overdose in MAT http:// ow.ly/EAIZ30auzwu,,#Pregabalin #opioid,8.49E+17,https://twitter.com/MidwestPainSoc/status/849246510739050498
4/4/2017 12:48,0,0,And can't they stop prescribing Lyrica and stick to generic Pregabalin to cut cost?,,,8.49E+17,https://twitter.com/sageera_tkr/status/849159221006536705
4/4/2017 9:33,0,0,"Primary Care with Geoffrey Modest MD: pregabalin did not help sciatica"" http:// blogs.bmj.com/ebm/2017/04/03 /primary-care-with-geoffrey-modest-md-pregabalin-did-not-help-sciatica/ …""",,,8.49E+17,https://twitter.com/anagoitu/status/849110072143872001
4/4/2017 9:30,0,2,When you take pregabalin for an anxiety attack you can almost feel incoming But 30 minutes later shit goes crazy and your brain is like: pic.twitter.com/uAgAXKiKtj,,,8.49E+17,https://twitter.com/Dr_miasma/status/849109436102823936
4/4/2017 5:20,0,0,Study after eight weeks no difference in the severity of leg pain between those who took pregabalin & those who... http:// fb.me/1owNMrkZM,,,8.49E+17,https://twitter.com/dralexjimenez/status/849046601641455616
4/4/2017 5:20,0,0,Study after eight weeks no difference in the severity of leg pain between those who took pregabalin & those who... http:// fb.me/4pvWdj6qQ,,,8.49E+17,https://twitter.com/pushasrx/status/849046601435942913
4/4/2017 5:20,0,0,Study after eight weeks no difference in the severity of leg pain between those who took pregabalin & those who... http:// fb.me/1dnibUmMq,,,8.49E+17,https://twitter.com/dralexjimenez/status/849046599556837376
4/4/2017 3:48,13,20,For those saying we studied wrong pt group. PainDETECT status did not moderate effect of pregabalin in PRECISE trial #backpain #physio pic.twitter.com/eFaUX6asr7,,#backpain #physio,8.49E+17,https://twitter.com/CGMMaher/status/849023206211993600
4/4/2017 2:33,0,0,#Lyrica #Pregabalin is an #anticonvulsant to help and relieve certain types of #nervepain or #seizures --> http://www. pharmacy-xl.com/lyrica-pills-g eneric-anticonvulsant-75-150-mg-tablets-pregabalin-nerve-pain-seizures-pfizer-online-pharmacy-xl.html … #NERVE,,#Lyrica #Pregabalin #anticonvulsant #nervepain #seizures #NERVE,8.49E+17,https://twitter.com/PharmacyXL/status/849004515357601793
4/3/2017 23:46,0,1,Primary Care with Geoffrey Modest MD: pregabalin did not help sciatica http:// ow.ly/MKnZ50aBZZu,,,8.49E+17,https://twitter.com/EvidBaseMed_BMJ/status/848962471314554881
4/3/2017 22:32,0,0,My 'hairy' experiences of #Pregabalin for #fibromyalgia ! http:// buff.ly/2nzS4pZ #spoonie #Lyrica #chronicpain #fibro #chroniclife #CFS pic.twitter.com/LfahqWXvqF,,#Pregabalin #fibromyalgia #spoonie #Lyrica #chronicpain #fibro #chroniclife #CFS,8.49E+17,https://twitter.com/KClifewithME/status/848943765909889025
4/3/2017 22:28,0,1,Pregabalin has become a recreational drug (as well as being an actual medicine) which may account for some of the increase.,,,8.49E+17,https://twitter.com/paddy_arkwright/status/848942796375568384
4/3/2017 19:20,0,0,Pregabalin is an anticonvulsant drug used for #NeuropathicPain .,,#NeuropathicPain,8.49E+17,https://twitter.com/NeuropathyFix/status/848895464489484288
4/3/2017 18:46,0,0,Pregabalin found ineffective against sciatic pain http:// reut.rs/2neAgD3 http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292?query=featured_home …,,,8.49E+17,https://twitter.com/MEHogan1/status/848886936488079360
4/3/2017 15:56,0,0,Genuinely never thought id get a two day hangover. Getting hangovers due to pregabalin has been annoying as it is.,,,8.49E+17,https://twitter.com/MyWetDream/status/848844166851420161
4/3/2017 15:21,0,0,Pregabalin is blackballed in our CCG,,,,
4/3/2017 14:59,0,0,Pregabalin is bloody marvellous.,,,8.49E+17,https://twitter.com/MartinStoermer/status/848829678362042368
4/3/2017 14:48,0,1,Pregabalin not so good for sciatica as per this study. pic.twitter.com/3Xjboa9Cki,,,8.49E+17,https://twitter.com/maksphysio/status/848827060013469696
4/3/2017 13:28,0,0,Ha! Fair point. Hasn't stopped generics though. Think NHSE will seek redress for the pregabalin debacle though. Huge waste of resources,,,8.49E+17,https://twitter.com/tomgregory87/status/848806974653317120
4/3/2017 9:41,0,0,En skandal att pregabalin ligger som nr 2.,,,8.49E+17,https://twitter.com/anhilden/status/848749835717050369
4/3/2017 7:20,2,4,I accidentally​ fell asleep wayyy before my bed time and had to wake up to take my Pregabalin . News flash: I still have a tattoo.,,,8.49E+17,https://twitter.com/shiftms/status/848714364945387520
4/3/2017 6:57,1,1,Starting to see this- MT Misuse and abuse of pregabalin and gabapentin: cause for concern? - PubMed - NCBI https://www. ncbi.nlm.nih.gov/pubmed/24760436,,,8.49E+17,https://twitter.com/NaveenEipe/status/848708416168222722
4/3/2017 4:45,0,0,Pregabalin improved both insomnia and the back pain from spine fractures of my patient.Side effect works well.,,,8.49E+17,https://twitter.com/shibuya_clinic/status/848675297767469056
4/3/2017 3:46,0,0,Oromorph & zolpidem cocktail + dash of Abilify & shot of Pregabalin .Done jack shit for pain.Or sleep.But having fun convo with giant spider,,,8.49E+17,https://twitter.com/IWasForReal/status/848660360433475588
4/3/2017 2:17,0,1,Pregabalin ... https:// twitter.com/azeem_majeed/s tatus/848112727507820544 …,,,8.49E+17,https://twitter.com/Harry_Costello/status/848638136762683392
4/3/2017 2:03,0,0,New2Trip: Pregabalin Zentiva k.s. - neuropathic pain,,,,
4/3/2017 1:53,0,0,@sib313 Axalid ( Pregabalin ) only costs £19.95 vs £60-£90 Lyrica. Easy way of reducing costs of pregabalin prescribing... https:// twitter.com/sib313/status/ 848603966254481408 …,@sib313,,8.49E+17,https://twitter.com/Javidurio/status/848631958133493763
4/3/2017 1:27,0,0,pregabalin ,,,,
4/3/2017 0:33,0,1,Aleppo I tried Lyrica ( pregabalin – close relative to gabapentin) yrs ago. It real helped my pain,,,,
4/3/2017 0:31,0,1,Currently evidence does not support gabapentin or pregabalin for bone pain @ASPConf2017 pic.twitter.com/JBXigzeLro,@ASPConf2017,,8.49E+17,https://twitter.com/ThornsAndrew/status/848611416135303168
4/3/2017 0:16,0,1,Agree,,,,
4/3/2017 0:02,36,27,The NHS spent more prescribing Pregabalin in december 2016 than on anything else despite doubt about its efficacy: pic.twitter.com/QXveyuC9Ke,,,8.49E+17,https://twitter.com/sib313/status/848603966254481408
4/3/2017 0:00,0,1,Is Pregabalin Ineffective in Acute or Chronic Sciatica? http:// bit.ly/2nwgU9Y via @NEJM,@NEJM,,8.49E+17,https://twitter.com/anestesiados/status/848603504876945409
4/2/2017 22:37,2,1,Shocking pregabalin is No2. Physiotherapy can help massively with pain / persistent pain. @thecsp #physiofirst #painrelief https:// twitter.com/azeem_majeed/s tatus/848112727507820544 …,@thecsp,#physiofirst #painrelief,8.49E+17,https://twitter.com/psphysio81/status/848582799170916361
4/2/2017 22:15,0,0,#Pregabalin has been shown to be effective for other types of #neuropathic pain http:// ow.ly/E00v30aly0F pic.twitter.com/EX2bAoiI6F,,#Pregabalin #neuropathic,8.49E+17,https://twitter.com/NeuroAdvisor/status/848577074919092226
4/2/2017 22:02,4,3,Fascinating list - three most interesting #drugs for #orthopaedic surgeons are Pregabalin ,,,,
4/2/2017 21:47,0,0,Pregabalin had me stoned !!!!,,,8.49E+17,https://twitter.com/mcc1_mccoy/status/848570092485062656
4/2/2017 20:31,0,0,Pregabalin could do with being more controlled. Second only to synthetic cannabinoids in misused drugs I'm seeing in the ED presently.,,,8.49E+17,https://twitter.com/dralangrayson/status/848550934628225026
4/2/2017 20:14,0,1,Not so sure about metformin,,,,
4/2/2017 19:18,0,3,No. 2: Pregabalin . Suspect mostly not being used for true neuropathic pain (DM/radicular etc...) but chronic pain states. https:// twitter.com/azeem_majeed/s tatus/848112727507820544 …,,,8.49E+17,https://twitter.com/LinearProbe/status/848532509935767552
4/2/2017 17:54,0,0,Since pregabalin does little of either good or harm,,,,
4/2/2017 17:43,0,0,also interesting is the NOAC use and pregabalin .,,,8.49E+17,https://twitter.com/yogeshthankey/status/848508682577031172
4/2/2017 16:39,0,0,Ha ha. Like pregabalin is used in an evidence based fashion!,,,8.48E+17,https://twitter.com/Cleverestcookie/status/848492475543060480
4/2/2017 16:00,0,1,That matches my experience. Tried on variety of meds before Pregabalin . Significant improvement in symptoms under Pregabalin cf Gabapentin.,,,8.48E+17,https://twitter.com/AmateurFOI/status/848482647441637378
4/2/2017 15:47,0,0,last night i was in agony. took three pregabalin & two tramadol just to stop it enough to sleep. also had ice packs. alcohol + nerve pain=no,,,8.48E+17,https://twitter.com/MissGuscoth/status/848479368770985985
4/2/2017 15:45,0,0,Release_drugs: Dublin drug workers are reporting a rise in problematic use of Pregabalin ,,,,
4/2/2017 15:42,11,1,Dublin drug workers are reporting a rise in problematic use of Pregabalin ,,,,
4/2/2017 15:34,0,0,Pregabalin is little better than a placebo https://www. washingtonpost.com/news/to-your-h ealth/wp/2017/03/22/a-painkiller-found-to-be-no-better-than-placebo-for-sciatica/ …,,,8.48E+17,https://twitter.com/pash22/status/848476283772301312
4/2/2017 13:00,0,0,Many primary care prescribers constrained on prescribing Pregabalin . A secondary care consult can circumvent that.,,,8.48E+17,https://twitter.com/neuropathik/status/848437499336765440
4/2/2017 12:59,0,0,Our luxury in sec care comp to primary is time. Pregabalin just another bit of armour in the arsenal. But it is effective for very many.,,,8.48E+17,https://twitter.com/neuropathik/status/848437232356732928
4/2/2017 12:28,0,1,Why so much pregabalin ? What on earth? https:// twitter.com/Azeem_Majeed/s tatus/848112727507820544 …,,,8.48E+17,https://twitter.com/jodyaberdein/status/848429471556411392
4/2/2017 12:15,1,1,Probably Pregabalin and nutritional products.,,,8.48E+17,https://twitter.com/Azeem_Majeed/status/848426201731518464
4/2/2017 12:04,0,0,COPD & asthma common and have high NHS costs,,,,
4/2/2017 11:39,0,1,COPD/Asthma cost a fortune. Pregabalin not very effective and massive abuse potential. Govt concentrate on OTC paracetamol...... https:// twitter.com/Azeem_Majeed/s tatus/848112727507820544 …,,,8.48E+17,https://twitter.com/alfienoakes128/status/848417168136044544
4/2/2017 11:33,0,2,My 'hairy' experiences of #Pregabalin for #fibromyalgia ! http:// buff.ly/2onYITO #spoonie #Lyrica #chronicpain #fibro #chroniclife #CFS pic.twitter.com/PhJFLihhtF,,#Pregabalin #fibromyalgia #spoonie #Lyrica #chronicpain #fibro #chroniclife #CFS,8.48E+17,https://twitter.com/KClifewithME/status/848415544932016128
4/2/2017 6:29,0,0,@Azeem_Majeed But pregabalin is strongly recommended for neuropathic pain in general. See meta-analysis in The Lancet:,@Azeem_Majeed,,8.48E+17,https://twitter.com/taufiqkhan9/status/848339139787464705
4/2/2017 6:28,0,0,@Azeem_Majeed The NEJM paper investigated pregabalin for sciatica neuropathic pain.,@Azeem_Majeed,,8.48E+17,https://twitter.com/taufiqkhan9/status/848338743987752960
4/2/2017 5:50,0,0,The anti-convulsant drugs gabapentin and pregabalin may be used. Fibromyalgia,,,8.48E+17,https://twitter.com/FixFibromyalgia/status/848329130395480065
4/2/2017 4:55,0,1,Has anyone ever had #lyrica // #pregabalin and can tell me if it causes severe weight gain?,,#lyrica #pregabalin,8.48E+17,https://twitter.com/kinshasalex/status/848315324982337537
4/2/2017 4:32,1,0,@ElspethDesert @JoWatson99 pregabalin no better than placebo?? And huge cost https:// twitter.com/azeem_majeed/s tatus/848112727507820544 …,@ElspethDesert @JoWatson99,,8.48E+17,https://twitter.com/ManleyJoanna/status/848309526256340992
4/2/2017 3:36,0,1,NEJM: Pregabalin for Aucte/Chronic Sciatica? NO; No Sx control,,,,
4/2/2017 3:19,17,7,Good god. And pregabalin barely even works. Some sorting needed here https:// twitter.com/Azeem_Majeed/s tatus/848112727507820544 …,,,8.48E+17,https://twitter.com/david_colquhoun/status/848291169918492673
4/2/2017 2:48,5,8,Pregabalin and duloxetine are approved for the management of #fibromyalgia .,,#fibromyalgia,8.48E+17,https://twitter.com/FixFibromyalgia/status/848283388867989505
4/2/2017 2:20,0,1,Pregabalin a massive problem for lots of reasons - price being the most eye catching. Off patent price drop won't make prescribing better,,,8.48E+17,https://twitter.com/emma_davies50/status/848276291128360960
4/2/2017 0:40,0,0,Fair point. From personal experience Pregabalin has been far more effective than Gabapentin ever was.,,,8.48E+17,https://twitter.com/AmateurFOI/status/848251296599691264
4/1/2017 23:48,1,1,NI has the highest rate of pregabalin prescribing inU.K. - shudder to think how much we spend locally on this-also misused recreationally! https:// twitter.com/azeem_majeed/s tatus/848112727507820544 …,,,8.48E+17,https://twitter.com/NiallCorrigan3/status/848238164301025280
4/1/2017 23:18,0,0,Hospital prescribers seem to jump on to Pregabalin even before patient tried others like Gabapentin or Duloxetine,,,8.48E+17,https://twitter.com/RubenThurairaj/status/848230718690000896
4/1/2017 22:57,0,2,Given dearth of analgesics what would you replace Pregabalin /Gabapentin with or are you suggesting they're over prescribed?,,,8.48E+17,https://twitter.com/AmateurFOI/status/848225337792245760
4/1/2017 19:18,0,0," @trishgreenhalgh : @Azeem_Majeed Pregabalin could do with a deep dive audit"" Used to Control Pain!!! Essential for a Quality Life!""",@trishgreenhalgh @Azeem_Majeed,,8.48E+17,https://twitter.com/dawnvhardy/status/848170216039362560
4/1/2017 17:30,0,0,Can I take pregabalin during #pregnancy ? Find the answer at http:// ow.ly/xnI4z,,#pregnancy,8.48E+17,https://twitter.com/medsinpregnancy/status/848143098203041793
4/1/2017 17:13,0,0,The widely prescribed pain drug Pregabalin (brand name: Lyrica) is no better than a placebo for back and leg pain. http:// bit.ly/2mY8rA5 pic.twitter.com/UX0cW3S7qD,,,8.48E+17,https://twitter.com/remedicishealth/status/848138811171377153
4/1/2017 16:39,1,4,Pregabalin is no better than a placebo https://www. google.co.uk/amp/s/www.wash ingtonpost.com/amphtml/news/to-your-health/wp/2017/03/22/a-painkiller-found-to-be-no-better-than-placebo-for-sciatica/ … via @washingtonpost,@washingtonpost,,8.48E+17,https://twitter.com/pash22/status/848130136843177984
4/1/2017 16:37,2,2,And some of the prescribed pregabalin then sold on the black market as 'pregabs' v common in Bristol https:// twitter.com/azeem_majeed/s tatus/848112727507820544 …,,,8.48E+17,https://twitter.com/karlscheeres/status/848129801651093504
4/1/2017 16:19,0,0,@PharmacyIsGood pregabalin in top 10. No surprises there... http://www. content.digital.nhs.uk/catalogue/PUB2 3631 …,@PharmacyIsGood,,8.48E+17,https://twitter.com/tomgregory87/status/848125169474428929
4/1/2017 16:04,0,2,Pregabalin would seem a good target for a review of prescribing - both in general practice and in hospital outpatient clinics.,,,8.48E+17,https://twitter.com/Azeem_Majeed/status/848121490314862592
4/1/2017 15:56,1,0,Thought pregabalin not so effective for pain? Recent NEJM paper I think? https:// twitter.com/azeem_majeed/s tatus/848112727507820544 …,,,8.48E+17,https://twitter.com/hormone_doc/status/848119318382620673
4/1/2017 15:38,19,18,Lots of media attention this week on NHS prescribing of OTC drugs but high-cost items like Pregabalin (annual cost £315M) largely ignored.,,,8.48E+17,https://twitter.com/Azeem_Majeed/status/848114723992350721
4/1/2017 15:35,1,10,Exactly my thought! Lots of media attention this week on NHS prescribing of OTC drugs but high-cost items like Pregabalin largely ignored.,,,8.48E+17,https://twitter.com/Azeem_Majeed/status/848114210462720000
4/1/2017 15:32,1,12,Pregabalin could do with a deep dive audit,,,8.48E+17,https://twitter.com/trishgreenhalgh/status/848113270112301057
4/1/2017 15:19,0,0,Use Lyrica to Make Your Body Free From the Suffering of Neuropathic Pain…. http:// bit.ly/2nVv4Vs #lyrica #pregabalin #nervepain pic.twitter.com/7IgSrTufam,,#lyrica #pregabalin #nervepain,8.48E+17,https://twitter.com/usgenericmart/status/848110005769392128
4/1/2017 14:26,0,2,the consensus so far is that either caffeine and pregabalin don't mix or my body is welcoming its old friend back,,,8.48E+17,https://twitter.com/Joe_Panama/status/848096669971492864
4/1/2017 3:35,0,0,心滅竜身絶狼？ #牙狼 #garo #絶狼 #zero #DRAGON_BLOOD,,# #garo # #zero #DRAGON_BLOOD,8.48E+17,https://twitter.com/Pregabalin/status/847932807808557056
4/1/2017 2:55,0,0,They are but I didn't take my pregabalin weds because I had TWO alcoholic drinks and woke up Wednesday in proper agony.,,,8.48E+17,https://twitter.com/re_Claire/status/847922854415007744
4/1/2017 2:02,0,0,I take pregabalin ,,,,
4/1/2017 1:43,0,0,yeah I take a few different ones. Not sure if beta blockers would work with the pregabalin . I’ll def ask.,,,8.48E+17,https://twitter.com/re_Claire/status/847904692361408512
3/31/2017 23:41,0,1,not to mention diclofenac,,,,
3/31/2017 23:30,0,0,In patients with #sciatica pain,,,,
3/31/2017 21:35,0,0,Gabapentin,,,,
3/31/2017 21:27,1,1,@PeteOSullivanPT @Liam_West Pregabalin no better than placebo in sciatica - time to look at alternative Rx http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292 …,@PeteOSullivanPT @Liam_West,,8.48E+17,https://twitter.com/nathanluies/status/847840173077307392
3/31/2017 18:20,1,0,Concern over street use of pregabalin in Dublin and Limerick http:// bit.ly/2oizB57,,,8.48E+17,https://twitter.com/in2recovery/status/847793311826018309
3/31/2017 16:59,0,0,Swallowing all those dangersous drugs in high dosages becouse i wouldnt continue2get pregabalin of which you cant ever take to much.Thanks,,,8.48E+17,https://twitter.com/ReverseHitler88/status/847772819136159744
3/31/2017 16:00,0,0,Pregabalin is an anticonvulsant drug used for #NeuropathicPain .,,#NeuropathicPain,8.48E+17,https://twitter.com/NeuropathyFix/status/847757953419620353
3/31/2017 14:53,0,0,RT RichardLehman1: Pain is personal. Pregabalin definitely not first choice for sciatica NEJM but does it work for anyone? Not clear. …,,,8.48E+17,https://twitter.com/txemacoll/status/847741121975402498
3/31/2017 14:21,0,1,Trial of Pregabalin for Acute and Chronic Sciatica — NEJM http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292#.WN4Yn7CZz54.twitter …,,#,8.48E+17,https://twitter.com/mgibsonphysio/status/847733145998811137
